,sents,labels
0,二千六百七十四つのリングがあります。; 千二百十八つのリングがあります。,0
3521,テーブルには六百三十一つのリンゴがありました。; テーブルには二千六百七十二つのリンゴがありました。,1
3522,図書館には五百八十九冊の本があります。; 図書館には二千六百十冊の本があります。,1
3523,スメアゴルは三千二百九十五匹のハエを傷つけます。; スメアゴルは三千九百二十二匹のハエを傷つけます。,1
3524,彼は二千三百七個のオレンジを食べることができました。; 彼は千四百十二個のオレンジを食べることができました。,0
3525,三千四百六十三ドルかかります。; 百五十六ドルかかります。,0
3526,図書館には千百八十冊の本があります。; 図書館には三千九百三十二冊の本があります。,1
3527,少年は三千八百二十四枚のコインを持っています。; 少年は千五百五十六枚のコインを持っています。,0
3528,レゴラスは千三百四十六人の小人を投げました。; レゴラスは二千三百八十五人の小人を投げました。,1
3529,家には猫が二千六百二十一匹いました。; 家には猫が四千三百四十二匹いました。,1
3530,アイゼンガードにホビット三千五百八十六匹を連れて行く。; アイゼンガードにホビット千八十八匹を連れて行く。,0
3531,家には猫が三千二百九十一匹いました。; 家には猫が七百四十匹いました。,0
3532,スメアゴルは千百七十九匹のハエを傷つけます。; スメアゴルは三千九百二十二匹のハエを傷つけます。,1
3533,部屋は四百五十四つのジャガイモで満たされていました。; 部屋は四千七百十一つのジャガイモで満たされていました。,1
3534,スメアゴルは三千七百五十六匹のハエを傷つけます。; スメアゴルは二千二百九十一匹のハエを傷つけます。,0
3535,レゴラスは二千三百十九人の小人を投げました。; レゴラスは二千二百一人の小人を投げました。,0
3536,彼は千百三十五個のオレンジを食べることができました。; 彼は四千八百十八個のオレンジを食べることができました。,1
3537,四百十二ドルかかります。; 二千二百三十九ドルかかります。,1
3538,二千四百二十六ドルかかります。; 三千九百八十三ドルかかります。,1
3539,部屋は四千四百五十一つのジャガイモで満たされていました。; 部屋は二千四百七十八つのジャガイモで満たされていました。,0
3540,図書館には二千五百六十六冊の本があります。; 図書館には二千三百十冊の本があります。,0
3541,二千九百五十七ドルかかります。; 千二百九十九ドルかかります。,0
3542,彼は四千八百九十四個のオレンジを食べることができました。; 彼は三千四百四十八個のオレンジを食べることができました。,0
3543,アイゼンガードにホビット二千七十一匹を連れて行く。; アイゼンガードにホビット三千百九十一匹を連れて行く。,1
3544,レゴラスは三千七百三十三人の小人を投げました。; レゴラスは二千七百五十人の小人を投げました。,0
3545,彼は三千四百五個のオレンジを食べることができました。; 彼は三千四百九十九個のオレンジを食べることができました。,1
3546,四千四十三ドルかかります。; 二百九十六ドルかかります。,0
